,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,state,country_code,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
100,1.0,0,1,Lower East Side,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,17,1.5,5.0,1.3,2,0.2,3,90,311,40,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,1,1,0.42
101,1.0,1,1,Gowanus,Brooklyn,NY,US,Entire home/apt,6,1.5,2.0,3.0,Real Bed,37,2.5,8.0,1.65,2,0.4,2,730,207,67,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.68
102,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,14,0.7,0.0,0.25,1,0.3,2,730,336,265,90.0,9.0,8.0,10.0,10.0,10.0,9.0,1,0,0.01,0,0,3.47
103,0.5,0,1,Ridgewood,Queens,NY,US,Entire home/apt,9,1.0,3.0,1.0,Real Bed,9,1.85,2.0,1.0,6,0.15,30,730,365,1,97.0,8.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.01
104,0.75,0,1,Greenpoint,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,35,1.45,0.0,0.0,2,0.25,3,5,15,68,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.71
105,1.0,1,1,Midtown,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,12,2.5,1.0,1.0,1,0.2,30,365,126,82,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.85
106,0.85,0,1,Highbridge,Bronx,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,16,0.45,0.0,0.0,1,0.0,1,2,356,161,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,1,0,1.62
107,1.0,0,1,SoHo,Manhattan,NY,US,Entire home/apt,6,1.0,3.0,3.0,Real Bed,18,5.0,7.0,1.0,6,0.5,4,365,149,81,85.0,9.0,8.0,9.0,9.0,9.0,8.0,1,0,0.02,0,0,0.93
108,1.0,1,1,Financial District,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,0.0,Real Bed,42,2.45,10.0,1.85,1,0.0,3,60,49,108,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,1,0,1.08
109,1.0,1,1,East Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,1.25,2.0,1.0,1,0.0,28,28,365,183,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,1,1,1.99
110,1.0,0,1,Harlem,Manhattan,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,16,1.1,1.5,0.4,2,0.35,1,30,335,171,94.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.01,1,1,1.79
111,1.0,0,0,Harlem,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Airbed,13,1.75,2.0,0.9,2,0.0,2,365,365,1,100.0,8.0,10.0,10.0,10.0,10.0,8.0,0,0,0.02,0,0,1.0
112,1.0,0,1,West Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,15,1.5,4.0,0.6,1,0.0,26,200,12,38,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.39
113,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,5,1.0,1.0,2.0,Real Bed,17,0.99,3.0,1.5,2,0.3,6,1125,331,108,89.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.12
114,1.0,1,1,Fort Greene,Brooklyn,NY,US,Private room,2,1.5,1.0,1.0,Real Bed,29,0.65,8.0,0.35,1,0.45,2,31,164,169,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,1.71
115,0.5,0,1,Ridgewood,Queens,NY,US,Entire home/apt,16,2.5,5.0,10.0,Real Bed,9,3.7,2.0,1.8,9,0.25,30,730,365,9,88.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,0.11
116,1.0,0,1,Little Italy,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,3.0,Real Bed,10,1.35,5.0,0.75,2,0.5,2,730,0,21,92.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.01,0,0,0.22
117,1.0,0,1,Park Slope,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,1.5,1.5,0.5,2,0.35,5,90,118,49,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.51
118,1.0,1,1,Chinatown,Manhattan,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,25,1.2,0.0,0.5,1,0.4,7,31,333,157,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,1.81
119,1.0,0,1,Prospect Heights,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,30,1.2,0.0,0.3,1,0.3,3,1125,296,46,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,0.47
120,1.0,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,18,0.65,3.0,0.3,1,0.2,30,240,340,20,89.0,9.0,7.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.22
121,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,1.29,4.0,0.49,1,0.0,6,69,4,50,96.0,10.0,10.0,9.0,10.0,10.0,10.0,0,0,0.02,0,0,0.56
122,1.0,0,0,Bushwick,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,24,0.99,2.5,0.75,2,0.25,4,90,61,91,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,2.08
123,1.0,0,0,Tompkinsville,Staten Island,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,39,0.3,0.0,0.15,1,0.05,2,365,312,170,89.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,1,1.77
124,1.0,0,0,Tompkinsville,Staten Island,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,35,0.32,0.0,0.15,1,0.05,2,365,299,129,87.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,1,1.38
125,1.0,0,0,East Village,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Pull-out Sofa,16,1.3,2.0,0.5,1,0.0,6,20,331,78,96.0,9.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,1.52
126,1.0,0,0,Tompkinsville,Staten Island,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,38,0.31,0.0,0.15,1,0.05,2,365,269,161,88.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,1,1.69
127,1.0,1,1,Gramercy,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,27,0.89,5.0,0.75,1,0.25,3,21,1,101,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.8
128,1.0,1,1,Williamsburg,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,32,0.59,0.0,0.0,1,0.1,2,14,1,145,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.01,1,1,1.54
129,1.0,1,1,Lower East Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,20,2.49,2.99,1.5,2,0.5,2,1125,253,93,96.0,10.0,9.0,9.0,9.0,10.0,9.0,0,0,0.01,0,0,0.97
130,1.0,0,0,Tompkinsville,Staten Island,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,31,0.3,0.0,0.15,1,0.05,2,365,328,192,86.0,9.0,8.0,10.0,9.0,8.0,9.0,0,0,0.02,0,1,2.0
131,1.0,1,0,Brooklyn Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,22,1.6,0.0,0.75,2,0.25,3,30,6,196,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,2.0
132,1.0,1,1,South Slope,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,20,1.35,2.0,0.73,2,0.18,5,30,243,133,97.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,1,0,1.37
133,1.0,1,1,Carroll Gardens,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,34,0.7,2.0,0.5,1,0.0,3,10,160,25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.34
134,1.0,0,0,Lower East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,21,0.83,2.0,0.0,2,0.1,1,30,39,258,87.0,9.0,8.0,10.0,9.0,9.0,9.0,0,0,0.02,0,0,2.64
135,0.62,0,0,Kensington,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,31,0.39,2.0,0.2,1,0.35,1,21,365,44,88.0,9.0,8.0,9.0,9.0,9.0,9.0,0,0,0.02,0,0,0.49
136,1.0,1,0,Chelsea,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,35,1.23,1.5,0.39,1,0.3,1,30,320,356,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,1,1,3.62
137,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,0.0,2.0,2.0,Real Bed,26,1.35,0.0,1.25,3,0.0,1,1124,48,230,92.0,9.0,10.0,10.0,10.0,8.0,9.0,0,0,0.01,1,1,2.41
138,1.0,0,1,Jamaica,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,22,0.55,1.5,0.15,1,0.1,2,365,304,50,89.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.02,0,0,0.51
139,1.0,0,1,Jamaica,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,12,0.58,1.5,0.15,1,0.1,2,365,365,63,92.0,9.0,10.0,9.0,9.0,8.0,9.0,0,0,0.02,0,0,0.64
140,0.5,0,1,Ridgewood,Queens,NY,US,Entire home/apt,7,1.0,2.0,1.0,Real Bed,5,1.65,2.0,1.0,4,0.15,30,730,365,6,80.0,10.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,0.07
141,0.5,0,1,Middle Village,Queens,NY,US,Entire home/apt,12,2.0,4.0,6.0,Real Bed,11,2.65,5.0,1.5,6,0.25,30,730,365,13,93.0,9.0,9.0,10.0,9.0,9.0,9.0,0,0,0.02,0,0,0.14
142,1.0,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,24,0.95,3.5,0.7,1,0.15,4,30,97,111,93.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,1.16
143,1.0,1,1,Crown Heights,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,20,1.0,0.0,0.55,3,1.0,3,29,336,264,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.76
144,1.0,0,1,East Village,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,13,1.15,5.0,0.6,2,0.5,3,30,0,62,91.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,0.67
145,0.97,1,1,East Village,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,29,0.68,1.0,0.3,1,0.15,2,75,37,181,91.0,9.0,8.0,9.0,10.0,10.0,9.0,0,0,0.02,1,0,1.9
146,0.0,0,1,Battery Park City,Manhattan,NY,US,Entire home/apt,6,2.0,2.0,3.0,Real Bed,29,2.39,5.0,1.1,1,0.0,25,70,177,3,70.0,4.0,4.0,2.0,6.0,8.0,4.0,0,0,0.02,0,0,0.03
147,1.0,0,0,Park Slope,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,16,1.75,10.2,1.0,1,0.0,2,20,78,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,1,0.12
148,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,3,1.0,2.0,2.0,Real Bed,19,1.11,2.0,0.85,2,0.25,10,720,327,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.08
149,1.0,0,0,Harlem,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,2.0,Real Bed,17,1.35,2.0,0.6,4,0.15,6,365,242,167,86.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.01,0,0,1.81
150,0.9,0,0,Park Slope,Brooklyn,NY,US,Entire home/apt,5,1.0,1.0,3.0,Real Bed,8,1.5,3.0,1.0,3,0.5,2,360,315,180,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.9
151,1.0,1,1,Gowanus,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,34,1.9,3.0,0.8,3,0.35,3,60,289,49,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,0.62
152,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,6,1.0,2.0,4.0,Real Bed,21,2.0,2.5,0.5,4,0.15,5,30,134,3,87.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,0.06
153,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Private room,5,1.5,1.0,3.0,Real Bed,26,1.75,2.0,1.0,2,0.4,4,365,364,10,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.11
154,1.0,0,1,East Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,39,1.24,7.5,1.2,1,0.0,28,180,309,19,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,0.25
155,1.0,0,0,Washington Heights,Manhattan,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,21,0.67,0.0,0.4,1,0.16,3,180,314,124,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,1.36
156,1.0,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,3,1.0,2.0,2.0,Real Bed,13,1.95,10.0,1.0,1,0.0,3,30,285,99,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,1.32
157,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,4.0,Real Bed,18,1.45,2.5,0.75,2,0.25,3,21,48,111,89.0,9.0,9.0,10.0,10.0,8.0,9.0,0,0,0.01,1,1,1.19
158,1.0,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,2.0,Real Bed,25,1.95,5.0,0.8,2,0.2,11,200,325,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,0.31
159,1.0,1,1,Carroll Gardens,Brooklyn,NY,US,Entire home/apt,5,1.0,3.0,5.0,Real Bed,26,2.5,5.0,1.0,4,0.5,2,60,288,74,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,1.04
160,1.0,1,0,Gowanus,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,23,1.3,5.0,1.0,1,0.0,7,90,180,91,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.01
161,0.86,0,1,Greenpoint,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,11,1.25,5.0,1.0,2,0.0,3,30,315,6,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.12
162,0.9,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,3.0,Real Bed,23,2.12,2.75,1.2,1,0.0,21,30,62,45,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,0.5
163,1.0,1,1,Little Italy,Manhattan,NY,US,Entire home/apt,8,1.0,3.0,3.0,Real Bed,39,5.75,20.0,1.5,6,1.0,2,30,329,178,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,1,1,1.91
164,1.0,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,21,1.5,10.0,0.5,2,0.3,21,365,75,37,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,1,1,0.47
165,1.0,1,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,32,2.5,3.0,0.9,2,3.0,2,300,364,115,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.84
166,0.82,1,1,East Village,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,13,0.65,0.0,0.85,1,0.25,15,100,129,46,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,1,0,0.62
167,0.7,0,1,Red Hook,Brooklyn,NY,US,Entire home/apt,8,2.0,2.0,3.0,Real Bed,23,1.85,5.0,0.77,2,0.39,2,730,337,64,83.0,8.0,8.0,9.0,9.0,9.0,8.0,0,0,0.02,0,0,0.69
168,1.0,0,0,Rockaway Beach,Queens,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,8,0.7,3.0,0.5,1,0.0,27,28,363,13,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.14
169,1.0,1,0,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,18,0.59,3.0,0.35,1,0.15,4,365,282,131,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,1,1,1.56
170,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,24,1.45,5.0,1.0,2,0.0,2,21,158,80,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,0.88
171,1.0,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,1.4,4.0,0.95,1,0.0,5,45,138,47,92.0,9.0,10.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,0.59
172,1.0,1,1,Washington Heights,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,4.0,Real Bed,52,2.75,0.0,0.75,4,0.75,3,1125,345,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.42
173,1.0,0,0,Midtown,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,16,2.0,0.0,0.75,1,0.0,5,14,147,40,89.0,9.0,8.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.27
174,1.0,0,0,Kingsbridge,Bronx,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,39,0.88,0.0,1.2,1,0.0,28,330,123,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.62
175,1.0,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,20,1.7,1.0,1.0,2,0.25,14,90,0,36,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,0.4
176,1.0,0,0,Midtown,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,20,1.45,0.0,0.6,1,0.5,5,30,8,39,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.43
177,1.0,0,1,Long Island City,Queens,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,28,1.8,5.0,1.0,2,0.2,1,365,21,85,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,0.99
178,1.0,1,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,56,1.95,0.0,0.75,2,0.15,1,60,27,34,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,1,1,0.38
179,0.86,0,0,Harlem,Manhattan,NY,US,Entire home/apt,10,1.0,2.0,2.0,Real Bed,17,0.99,1.0,0.5,2,0.25,1,365,284,283,91.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.02,0,0,3.12
180,0.9,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,38,1.69,50.0,1.99,2,3.0,1,100,269,57,92.0,9.0,9.0,10.0,9.0,10.0,9.0,0,0,0.02,0,0,0.62
181,1.0,0,1,Crown Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,0.0,Real Bed,8,0.8,0.0,0.0,1,0.3,2,365,341,206,92.0,9.0,10.0,10.0,9.0,9.0,9.0,1,0,0.02,0,0,2.27
182,0.83,0,1,Brooklyn Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,15,1.5,1.5,0.75,1,0.25,30,365,323,95,90.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,1.05
183,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,24,1.1,3.0,1.0,2,0.25,4,60,334,60,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,0.7
184,1.0,1,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,31,0.69,0.0,0.0,1,0.1,2,14,27,186,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.01,1,1,1.99
185,0.63,0,1,Greenpoint,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,21,1.5,1.5,0.6,1,0.0,1,30,259,68,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,1,1,0.75
186,1.0,1,1,South Slope,Brooklyn,NY,US,Entire home/apt,6,1.0,2.0,2.0,Real Bed,41,1.69,2.0,0.6,1,0.25,2,21,127,359,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,1,1,3.91
187,1.0,1,1,Park Slope,Brooklyn,NY,US,Entire home/apt,4,2.0,2.0,2.0,Real Bed,26,1.65,2.5,0.6,2,0.0,2,730,90,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.25
188,0.93,0,0,Harlem,Manhattan,NY,US,Entire home/apt,3,1.0,0.0,2.0,Real Bed,39,1.1,5.0,0.6,1,0.25,2,365,324,115,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,1,1,1.27
189,1.0,1,1,East Village,Manhattan,NY,US,Entire home/apt,3,1.0,2.0,2.0,Real Bed,41,3.95,3.0,1.2,1,0.0,2,6,163,51,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.59
190,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Entire home/apt,5,1.5,3.0,5.0,Real Bed,16,3.5,5.0,1.2,5,0.5,6,365,34,12,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,0.32
191,1.0,0,1,East Village,Manhattan,NY,US,Private room,2,1.0,1.0,2.0,Real Bed,11,0.71,0.0,0.1,1,0.15,2,60,290,156,86.0,9.0,8.0,10.0,9.0,10.0,9.0,0,0,0.01,0,1,1.69
192,1.0,1,1,Brooklyn Heights,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,19,2.0,5.0,1.0,1,0.0,3,15,144,77,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,1,0,0.9
193,0.83,0,1,East Village,Manhattan,NY,US,Entire home/apt,9,2.0,2.0,6.0,Real Bed,25,1.89,1.99,0.95,4,0.4,2,365,310,319,85.0,8.0,9.0,9.0,9.0,9.0,8.0,1,0,0.02,0,1,3.54
194,1.0,0,1,Bushwick,Brooklyn,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,16,0.65,1.0,1.0,4,0.25,2,30,297,209,88.0,9.0,9.0,10.0,10.0,8.0,9.0,0,0,0.01,0,1,2.26
195,1.0,0,1,Harlem,Manhattan,NY,US,Entire home/apt,5,1.0,1.0,2.0,Real Bed,23,1.3,2.0,0.75,2,0.35,1,30,303,105,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.01,1,1,1.16
196,1.0,0,1,Harlem,Manhattan,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,7,0.69,0.0,0.35,1,0.39,1,5,360,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.08
197,0.9,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,2.0,Real Bed,12,1.66,4.0,0.4,1,0.0,5,6,316,76,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.84
198,1.0,0,1,Chinatown,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,26,3.0,2.5,1.5,4,0.25,3,14,329,185,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,2.14
199,1.0,0,1,East Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,18,2.25,3.0,1.0,2,0.0,2,25,19,30,99.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.33
200,1.0,0,0,Fort Greene,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,9,0.65,50.0,0.5,1,0.25,2,730,0,13,98.0,9.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.15
201,1.0,1,1,Hell's Kitchen,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,21,0.76,2.0,0.5,2,0.0,12,90,26,61,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.25
202,1.0,0,1,East Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,25,1.39,0.0,0.85,2,0.0,1,59,41,337,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,1,1,3.67
203,1.0,1,1,Lower East Side,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,31,1.5,5.0,1.1,2,0.2,2,28,110,131,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,1.43
204,1.0,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,25,2.25,1.0,1.0,2,1.5,3,20,56,20,89.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.4
205,1.0,1,1,East Flatbush,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Futon,39,0.52,1.0,0.2,1,0.15,2,30,131,233,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.01,1,1,2.61
206,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,1.0,Pull-out Sofa,10,0.9,0.0,0.0,1,0.3,2,365,354,197,89.0,9.0,9.0,10.0,9.0,8.0,9.0,1,0,0.02,0,0,2.23
207,1.0,0,1,Park Slope,Brooklyn,NY,US,Entire home/apt,5,3.0,3.0,3.0,Real Bed,15,2.5,10.0,2.0,3,0.15,3,30,302,16,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.21
